# Curated extension of abstractness_en.tsv: same format, one
# "word<TAB>grade" (0 fully concrete .. 100 fully abstract) per line;
# entries here override the base lexicon. Grades are anchored against the
# base scale (table 2, database 25, documentation 36, strategy 77,
# synergy 88).

# Sense overrides: the corporate/technical sense differs from the everyday
# sense rated in the published norms.
configurability	80
consumerization	85
containerization	58
contextualization	88
contextualize	85
conversions	65
corporatization	85
criticality	82
crossfunctional	72
crystallizing	70
cultivating	70
curated	55
curation	68
customizability	80
customization	68
datafication	88
decentralized	62
deglobalization	82
delayering	80
deleverage	85
deleveraging	85
deliverables	58
democratizing	85
deprioritize	80
deprovisioning	60
differentiators	78
disruptors	65
diversifying	75
dogfooding	55
downsell	60
downsizing	65
drivers	60
ebitda	70
ecosystems	68
efficiencies	80
empowered	78
empowering	82
empowerments	88
enablements	88
enablers	80
enabling	72
engagements	78
envisioning	80
escalations	70
evangelists	65
evangelizing	82
expediting	72
facilitating	80
financialization	88
flywheels	65
footprints	60
forecasts	60
funneling	60
futureproof	78
futureproofed	78
futureproofing	82
gamification	72
greenfield	55
gtm	65
harmonizing	75
headwinds	65
holism	88
horizontals	65
hyperautomation	88
hypergrowth	78
hyperproductivity	88
ideate	90
ideating	90
ideation	90
idempotency	82
idempotent	72
illiquid	80
illiquidity	85
impactfully	88
impacts	72
incentives	70
incentivization	88
incentivize	82
incentivizing	85
inefficiencies	80
initiatives	75
innovations	75
insourcing	65
interoperability	82
iterating	65
iterations	58
iterative	68
iteratively	72
journeys	70
kpi	60
kpis	60
landscapes	65
learnings	82
leverages	85
leveraging	88
maintainability	82
margins	60
maximizing	78
megatrend	78
megatrends	78
mentoring	62
micromanagement	70
mindsets	75
mitigations	82
moats	55
modernizing	75
modularize	68
modularized	62
monetizable	85
monetization	85
monetizing	82
moonshot	70
moonshots	70
multichannel	72
mvp	55
nearshoring	62
nextgen	70
northstar	75
observability	78
offboard	55
offboarding	55
offshoring	62
okr	60
okrs	60
omnichannel	78
operationalization	90
operationalize	88
operationalizing	88
operationally	78
opex	65
optimized	70
optimizing	78
orchestrating	70
outcomes	72
outputs	55
outsourcing	62
paradigms	85
parallelization	65
parameterization	72
parameterize	65
performant	68
personalizable	78
pillars	60
pivoting	65
pivots	60
platformization	88
premiumization	88
prioritization	82
prioritizing	78
proactively	85
proactivity	85
productization	88
productize	85
projections	70
propositions	78
provisioning	55
provisions	60
psychographics	78
rebalancing	70
rebranding	75
refactoring	55
reimagine	82
reimagining	85
remarketing	75
remediation	78
reorg	65
repositioning	80
reprioritize	80
reskill	80
reskilling	82
retargeting	75
retrospectives	55
reusability	82
revolutionizing	82
rightsizing	75
roadmapping	75
roadmaps	62
roas	65
roi	65
runrate	65
securitization	85
segments	55
shareholders	55
siloed	65
silos	55
socializing	72
spearheading	75
sprintly	55
stakeholdering	90
stakeholders	62
standardizing	72
strategized	85
strategizing	85
streamlining	72
sunsetting	62
synchronous	60
synergies	90
synergistic	90
synergistically	92
synergized	90
synergizing	90
tailwinds	65
takeaways	70
targeting	65
telemetry	55
testability	82
throughput	55
throughputs	58
timebox	55
timeboxed	55
timeboxing	60
tokenization	65
topline	65
touchbase	55
touchpoint	62
touchpoints	62
transformations	82
turnkey	62
undercapitalized	80
uplevel	82
upleveling	85
upsell	60
upselling	65
upskill	80
upskilling	82
utilizing	75
valuations	75
values	70
verticalization	88
verticals	65
virality	82
virtualization	65
visioning	90
workstream	58
workstreams	58
writedown	60
writeoff	60

# Concrete technical vocabulary absent from the norms; these grades keep
# jargon-dense but concrete engineering prose below the cap.
api	40
apis	40
backend	30
backends	30
backlogs	40
breakpoints	30
campaigns	52
changelog	25
changelogs	25
changeset	30
checkin	40
checkins	40
cli	30
codebase	25
codebases	25
commits	35
containers	25
debuggers	25
debugging	45
deprecated	52
devops	50
dockerfile	20
endpoints	35
frontend	30
frontends	30
frontmatter	30
fullstack	40
gui	25
hotfix	35
hotfixes	35
iaas	50
influencers	50
kanban	40
kubernetes	35
linter	30
linters	30
linting	40
microservice	30
microservices	32
middleware	45
monorepo	28
namespace	40
namespaces	40
offsite	40
offsites	40
onboarding	52
onsite	38
paas	50
playbooks	35
poc	50
postmortems	45
premortem	50
prework	45
refactor	50
refactored	48
repos	25
rollbacks	40
rollouts	50
runbook	25
runbooks	25
saas	50
schema	40
schemas	40
scrum	45
sdk	35
stacktrace	25
standups	40
timelines	50
toolchain	40
toolchains	40
traceback	30
uptime	45
webhook	30
webhooks	30
whiteboarding	42
workflows	50
workshopping	50
